115,05/04/2024,14:56:23,OUT
212,05/04/2024,15:00:08,IN
226,05/04/2024,15:01:49,IN
269,05/04/2024,15:18:20,OUT
282,05/04/2024,15:21:45,OUT
4,05/04/2024,15:58:03,IN
4,05/04/2024,15:58:43,OUT
300,05/04/2024,16:17:13,OUT
205,05/04/2024,16:24:17,OUT
295,05/04/2024,16:26:16,OUT
136,05/04/2024,16:53:10,OUT
211,05/04/2024,17:05:15,OUT
108,05/04/2024,17:06:54,OUT
269,05/04/2024,17:26:21,IN
308,05/04/2024,17:29:14,OUT
143,05/04/2024,17:30:42,OUT
237,05/04/2024,17:30:52,OUT
275,05/04/2024,17:31:01,OUT
242,05/04/2024,17:31:09,OUT
243,05/04/2024,17:33:48,OUT
312,05/04/2024,17:36:09,IN
200,05/04/2024,17:53:03,OUT
37,05/04/2024,18:15:42,OUT
22,05/04/2024,18:29:34,OUT
241,05/04/2024,18:43:26,IN
232,05/04/2024,18:45:16,OUT
229,05/04/2024,18:46:26,OUT
109,05/04/2024,18:51:18,OUT
94,05/04/2024,18:53:48,IN
31,05/04/2024,18:53:55,IN
32,05/04/2024,18:57:44,OUT
260,05/04/2024,19:00:31,OUT
245,05/04/2024,19:08:03,OUT
309,05/04/2024,19:11:52,OUT
181,05/04/2024,19:13:25,OUT
302,05/04/2024,19:18:24,OUT
68,05/04/2024,19:41:50,OUT
304,05/04/2024,20:15:17,OUT
307,05/04/2024,20:21:04,OUT
62,05/04/2024,20:51:45,OUT
299,05/04/2024,20:51:57,OUT
173,05/04/2024,21:01:49,OUT
53,05/04/2024,21:49:22,IN
289,05/04/2024,22:08:28,OUT
284,05/04/2024,22:19:40,OUT
39,05/04/2024,22:23:52,OUT
188,05/04/2024,22:35:15,OUT
94,05/04/2024,22:37:36,OUT
31,05/04/2024,22:37:46,OUT
268,05/04/2024,22:55:10,IN
292,05/04/2024,22:56:19,OUT
253,05/04/2024,22:56:28,OUT
238,05/04/2024,23:04:27,IN
288,05/04/2024,23:05:56,IN
269,05/04/2024,23:06:05,OUT
145,05/04/2024,23:06:14,OUT
178,05/04/2024,23:06:22,OUT
280,05/04/2024,23:06:37,OUT
262,05/04/2024,23:07:01,IN
291,05/04/2024,23:13:59,OUT
303,05/04/2024,23:14:07,OUT
144,05/04/2024,23:23:35,OUT
241,05/04/2024,23:41:27,OUT
313,05/04/2024,23:50:12,OUT
296,05/04/2024,23:57:25,OUT
