302,01/03/2024,13:59:33,OUT
226,01/03/2024,14:59:55,OUT
226,01/03/2024,15:00:04,IN
115,01/03/2024,15:04:42,OUT
90,01/03/2024,15:22:31,IN
210,01/03/2024,15:29:45,OUT
278,01/03/2024,15:44:34,OUT
94,01/03/2024,15:45:13,OUT
4,01/03/2024,15:47:39,IN
4,01/03/2024,15:47:53,OUT
191,01/03/2024,15:53:28,OUT
282,01/03/2024,16:02:10,OUT
199,01/03/2024,16:08:19,OUT
205,01/03/2024,16:25:56,OUT
236,01/03/2024,16:31:21,OUT
108,01/03/2024,16:49:07,OUT
285,01/03/2024,17:01:12,OUT
207,01/03/2024,17:03:46,OUT
308,01/03/2024,17:20:52,OUT
275,01/03/2024,17:24:47,OUT
258,01/03/2024,17:25:03,OUT
237,01/03/2024,17:25:19,OUT
297,01/03/2024,17:28:01,OUT
259,01/03/2024,17:29:09,OUT
239,01/03/2024,17:29:19,OUT
261,01/03/2024,17:45:16,OUT
22,01/03/2024,18:01:33,OUT
224,01/03/2024,18:08:05,OUT
269,01/03/2024,18:08:48,IN
6,01/03/2024,18:19:11,OUT
278,01/03/2024,18:19:28,IN
136,01/03/2024,18:21:44,OUT
232,01/03/2024,18:21:53,OUT
241,01/03/2024,18:34:19,IN
302,01/03/2024,18:36:51,IN
271,01/03/2024,18:37:21,OUT
245,01/03/2024,18:41:04,OUT
175,01/03/2024,18:46:36,OUT
306,01/03/2024,18:49:06,OUT
39,01/03/2024,18:52:29,OUT
238,01/03/2024,18:53:11,IN
181,01/03/2024,19:00:35,OUT
312,01/03/2024,19:00:49,IN
262,01/03/2024,19:14:50,IN
309,01/03/2024,19:17:49,OUT
68,01/03/2024,19:17:58,OUT
73,01/03/2024,19:20:53,OUT
191,01/03/2024,19:22:07,IN
212,01/03/2024,19:38:32,OUT
305,01/03/2024,19:43:02,OUT
94,01/03/2024,19:49:20,IN
229,01/03/2024,19:52:32,OUT
295,01/03/2024,19:56:04,OUT
158,01/03/2024,20:15:20,OUT
253,01/03/2024,20:19:30,OUT
289,01/03/2024,20:20:40,IN
307,01/03/2024,20:20:48,OUT
62,01/03/2024,20:34:27,OUT
299,01/03/2024,20:39:37,OUT
173,01/03/2024,21:12:14,IN
314,01/03/2024,21:28:13,OUT
268,01/03/2024,21:38:20,OUT
163,01/03/2024,21:50:46,IN
53,01/03/2024,21:57:42,IN
94,01/03/2024,22:18:56,OUT
242,01/03/2024,22:19:39,OUT
243,01/03/2024,22:24:34,OUT
109,01/03/2024,22:25:03,OUT
294,01/03/2024,22:25:49,OUT
298,01/03/2024,22:30:11,OUT
313,01/03/2024,22:38:36,OUT
190,01/03/2024,22:47:34,IN
303,01/03/2024,22:50:37,IN
241,01/03/2024,22:52:31,OUT
211,01/03/2024,22:58:12,IN
178,01/03/2024,22:59:20,OUT
238,01/03/2024,22:59:29,OUT
145,01/03/2024,23:00:54,OUT
312,01/03/2024,23:01:31,OUT
99,01/03/2024,23:01:50,IN
252,01/03/2024,23:08:48,IN
252,01/03/2024,23:08:56,OUT
288,01/03/2024,23:19:30,OUT
301,01/03/2024,23:20:01,OUT
291,01/03/2024,23:21:38,OUT
175,01/03/2024,23:23:50,IN
175,01/03/2024,23:24:06,OUT
292,01/03/2024,23:38:29,OUT
269,01/03/2024,23:38:38,OUT
200,01/03/2024,23:39:04,OUT
